event_id,tweet_id,text,user_id,created_at,user_loc,place_type,place_full_name,place_country_code,hashtags,user_mentions,image_urls,entities,words,filtered_words,sampled_words
5,257899435844055040,😩 RT @NFL_ATL: Report: Lardarius Webb out for year with torn ACL http://t.co/ySidISNx,19587822,2012-10-15 17:43:11,"BΔltimore, MD",,,,[],[1247445371254640645],[],"[('Lardarius Webb', 'PERSON'), ('ACL', 'ORG')]","['year', 'acl', 'Lardarius', 'tear', 'Repo', '😩', 'Webb']","['year', 'acl', 'lardarius', 'tear', 'repo', 'webb']","['acl', 'lardarius']"
5,257899955749023744,Ngata torn MCL Webb torn ACL Lewis Torn Tricep.......Next man up we got this #Ravens,376417901,2012-10-15 17:45:15,Maryland,,,,['Ravens'],[],[],"[('MCL', 'ORG'), ('Ravens', 'ORG')]","['Ngata', 'Torn', 'get', 'tear', 'man', 'Webb', 'ACL', 'TricepNext', 'MCL', 'Lewis']","['ngata', 'torn', 'get', 'tear', 'man', 'webb', 'acl', 'tricepnext', 'mcl', 'lewis']","['acl', 'tricepnext']"
5,257903047160774657,"Ravens await possible season-ending news on Webb, Lewis http://t.co/MO72FoFK",19091579,2012-10-15 17:57:32,California,,,,[],[],[],"[('Webb, Lewis', 'ORG')]","['news', 'raven', 'await', 'seasonending', 'Webb', 'possible', 'Lewis']","['news', 'raven', 'await', 'seasonending', 'webb', 'possible', 'lewis']",[]
5,257906264296808448,Lol me &amp; Webb text's be funny &amp; serious at the same damn time,367969300,2012-10-15 18:10:19,,,,,[],[],[],[],"['text', 'Lol', 'serious', 'damn', 'funny', 'time', 'Webb', 'amp']","['text', 'lol', 'serious', 'damn', 'funny', 'time', 'webb', 'amp']",[]
5,257909711985340416,Wow the ravens are fucked laderious webb and ray lewis gone for the season,33709019,2012-10-15 18:24:01,,,,,[],[],[],[],"['webb', 'laderious', 'go', 'raven', 'ray', 'fuck', 'season', 'wow', 'lewis']","['webb', 'laderious', 'go', 'raven', 'ray', 'fuck', 'season', 'wow', 'lewis']",['laderious']
5,257909795623944192,That Ladarius Webb injury is a killer for Baltimore. Him and Suggs are the two best players on that defense. With Reed and Ray declining,242224424,2012-10-15 18:24:21,"On your mind, Baltimore",,,,[],[],[],"[('Baltimore', 'GPE'), ('Suggs', 'ORG'), ('two', 'CARDINAL'), ('Reed', 'PERSON'), ('Ray', 'PERSON')]","['killer', 'two', 'Ladarius', 'Suggs', 'Baltimore', 'player', 'decline', 'injury', 'Ray', 'Webb', 'Reed', 'good', 'defense']","['killer', 'two', 'ladarius', 'suggs', 'baltimore', 'player', 'decline', 'injury', 'ray', 'webb', 'reed', 'good', 'defense']",[]
5,257914791388127232,"Coach John Harbaugh will address the media at 4 p.m., which is when we should get official updates on Webb &amp; Lewis.",82629804,2012-10-15 18:44:12,"Baltimore, MD.. By way of Ohio",,,,[],[],[],"[('John Harbaugh', 'PERSON'), ('4 p.m.', 'TIME'), ('Webb &amp', 'ORG'), ('Lewis', 'ORG')]","['amp', 'update', 'pm', 'Harbaugh', 'get', 'official', 'John', 'address', 'Webb', 'medium', 'Coach', 'Lewis']","['amp', 'update', 'pm', 'harbaugh', 'get', 'official', 'john', 'address', 'webb', 'medium', 'coach', 'lewis']",[]
5,257921627717787648,"Ravens D falling apart lol, First suggs then Lewis and now Webb, that is no good but oh well gotta work with what you got",60021421,2012-10-15 19:11:22,Chicago,,,,[],[],[],"[('Lewis', 'PERSON'), ('Webb', 'PERSON')]","['fall', 'apa', 'well', 'get', 'oh', 'ta', 'suggs', 'raven', 'First', 'work', 'Webb', 'good', 'lol', 'Lewis']","['fall', 'apa', 'well', 'get', 'oh', 'ta', 'suggs', 'raven', 'first', 'work', 'webb', 'good', 'lol', 'lewis']",[]
5,257925302154584065,"""@B4LT1M0RE_Girl: The fact that Webb is out for the season is starting to sink in #sayitsnotso #SGFBS""",64837869,2012-10-15 19:25:58,"Baltimore, MD",,,,"['sayitsnotso', 'SGFBS']",[472318084],[],"[('Webb', 'PERSON'), ('#sayitsnotso #', 'MONEY')]","['staing', 'fact', 'sink', 'Webb', 'season']","['staing', 'fact', 'sink', 'webb', 'season']",[]
6,258014510919606272,"C'mon Philip, 10 more points tonight and I'll get that W",45502565,2012-10-16 01:20:27,"Belle Mead, NJ",,,,[],[],[],"[(""C'mon Philip"", 'ORG'), ('10', 'CARDINAL'), ('tonight', 'TIME')]","['Cmon', 'point', 'Ill', 'get', 'tonight', 'Philip']","['cmon', 'point', 'ill', 'get', 'tonight', 'philip']",[]
6,258014687080366080,Philip rivers is the reason I hate the chargers. #getthismanatissue,538315382,2012-10-16 01:21:09,"Orange County,CA",,,,['getthismanatissue'],[],[],"[('#getthismanatissue', 'MONEY')]","['hate', 'reason', 'Philip', 'charger', 'river']","['hate', 'reason', 'philip', 'charger', 'river']",[]
6,258015148466384897,"Philip Rivers is the most unsportmanlike QB I can remember, all he does is complain and cry, its annoying to even watch the Chargers play",194635402,2012-10-16 01:22:59,,,,,[],[],[],"[('Philip Rivers', 'ORG'), ('Chargers', 'ORG')]","['remember', 'QB', 'Rivers', 'annoy', 'even', 'Philip', 'unspomanlike', 'complain', 'Chargers', 'watch', 'play', 'cry']","['remember', 'qb', 'rivers', 'annoy', 'even', 'philip', 'unspomanlike', 'complain', 'chargers', 'watch', 'play', 'cry']",['unspomanlike']
6,258016801055707136,"“@SportsCenter: Philip Rivers to Antonio Gates TD, for the 50th time.  1st time in NFL history that a QB-TE combo has 50 touchdowns.”",588017660,2012-10-16 01:29:33,"Canberra, Australia",,,,[],[26257166],[],"[('Philip Rivers', 'PERSON'), ('Antonio Gates TD', 'ORG'), ('50th', 'ORDINAL'), ('1st', 'DATE'), ('NFL', 'ORG'), ('50', 'CARDINAL')]","['50th', 'Antonio', '1st', 'touchdown', 'Rivers', 'QBTE', '""', 'Philip', 'Gates', 'history', 'TD', 'time', 'NFL', '“', 'combo']","['antonio', 'touchdown', 'rivers', 'qbte', 'philip', 'gates', 'history', 'td', 'time', 'nfl', 'combo']",['qbte']
6,258016914167721984,San Diego looking pretty good. #SNF. Philip Rivers on my fantasy team about to be 6-0. #undefeated,614633705,2012-10-16 01:30:00,"Houghton, MI",,,,"['SNF', 'undefeated']",[],[],"[('San Diego', 'GPE'), ('SNF', 'ORG'), ('Philip Rivers', 'PERSON'), ('6', 'CARDINAL')]","['team', 'Diego', 'Rivers', 'fantasy', 'Philip', 'San', 'pretty', 'look', 'good']","['team', 'diego', 'rivers', 'fantasy', 'philip', 'san', 'pretty', 'look', 'good']",[]
6,258017392343523328,Philip Rivers is type SALTYYY,307652553,2012-10-16 01:31:54,"Southampton, NY",,,,[],[],[],"[('Philip Rivers', 'ORG'), ('SALTYYY', 'ORG')]","['SALTYYY', 'Rivers', 'type', 'Philip']","['saltyyy', 'rivers', 'type', 'philip']",['saltyyy']
6,258017513969963008,How is Philip Rivers false starting,419516473,2012-10-16 01:32:23,Georgia,,,,[],[],[],"[('Philip Rivers', 'ORG')]","['Rivers', 'false', 'Philip', 'staing']","['rivers', 'false', 'philip', 'staing']",[]
6,258018059007193090,Philip rivers is making this the most funniest football game ever lol,26913146,2012-10-16 01:34:33,"Haverstaw, NY",,,,[],[],[],[],"['football', 'game', 'funniest', 'make', 'Philip', 'ever', 'river', 'lol']","['football', 'game', 'funniest', 'make', 'philip', 'ever', 'river', 'lol']",[]
6,258018235411222528,Philip Rivers is a hottie #Chargers,290177771,2012-10-16 01:35:15,"Laredo, Tx",,,,['Chargers'],[],[],"[('Philip Rivers', 'ORG'), ('Chargers', 'ORG')]","['Rivers', 'Philip', 'hottie']","['rivers', 'philip', 'hottie']",[]
6,258018453284323329,Philip Rivers: Drive Killer,16363489,2012-10-16 01:36:07,"San Antonio, TX",,,,[],[],[],"[('Drive Killer', 'PERSON')]","['Rivers', 'Killer', 'drive', 'Philip']","['rivers', 'killer', 'drive', 'philip']",[]
7,258303079101890560,Had germany sweden on my goal rush at evens. Bet of the day as a single,193106492,2012-10-16 20:27:07,"London, England",,,,[],[],[],"[('Bet', 'PERSON'), ('the day', 'DATE')]","['goal', 'day', 'single', 'germany', 'even', 'rush', 'sweden', 'Bet']","['goal', 'day', 'single', 'germany', 'even', 'rush', 'sweden', 'bet']",[]
7,258303187902156800,What's wrong with Portugal RT @SuperSportBlitz: FIFA World Cup Qualifier – Goal Alert: Portugal 0-1* ... http://t.co/iwIMM90R,70445057,2012-10-16 20:27:33,"NMA,PMB",,,,[],[301413580],[],"[('Portugal RT @SuperSportBlitz', 'ORG'), ('Goal Alert', 'PERSON')]","['Pougal', 's', 'what', 'Cup', 'Goal', 'Ale', 'wrong', 'FIFA', 'Qualifier', '–', 'World']","['pougal', 'what', 'cup', 'goal', 'ale', 'wrong', 'fifa', 'qualifier', 'world']",['pougal']
7,258303213130883072,GOAL! Germany 4-3 Sweden! Oh My My.4- 0 to 4 -3 #WCQ2014,59560906,2012-10-16 20:27:39,Dubai,,,,['WCQ2014'],[],[],"[('GOAL', 'ORG'), ('Germany', 'GPE'), ('WCQ2014', 'MONEY')]","['My4', 'GOAL', 'oh', 'Germany', 'Sweden']","['goal', 'oh', 'germany', 'sweden']",[]
7,258303384967344128,"Ooo take that back 4-3 Germany Sweden, comeback on the cards",527789423,2012-10-16 20:28:20,"London, Kent",,,,[],[],[],"[('4', 'CARDINAL')]","['Germany', 'card', 'take', 'comeback', 'back', 'Sweden', 'ooo']","['germany', 'card', 'take', 'comeback', 'back', 'sweden', 'ooo']",[]
