0,1,2,3,4,5,6,7,8,9,10,11,12
1059083518859448321,@b_4vb,لكل من يقرأ 💙 : اللَّهُمَّ بعدد قطرات المطر ، أرح قلبه وارزقه سعادة لا تنتهي وحقّق له ما يرجوه وارزقه راحة تغنيه عن كلِّ شيئ وأبعد عنه كل ألم وضيق وحزن يا أرحم الرحمين 💙 #امطار_الكويت https://t.co/KBMu31UJr3,下午10:02 · 2018年11月4日,Kuwait_floods_18,[],['#امطار_الكويت'],['https://t.co/KBMu31UJr3'],"['لكل', 'من', 'يقرأ', '💙', ':', 'اللَّهُمَّ', 'بعدد', 'قطرات', 'المطر', '،', 'أرح', 'قلبه', 'وارزقه', 'سعادة', 'لا', 'تنتهي', 'وحقّق', 'له', 'ما', 'يرجوه', 'وارزقه', 'راحة', 'تغنيه', 'عن', 'كلِّ', 'شيئ', 'وأبعد', 'عنه', 'كل', 'ألم', 'وضيق', 'وحزن', 'يا', 'أرحم', 'الرحمين', '💙']",2018-11-04 22:02:00,"['لكل', 'من', 'يقرأ', '💙', 'اللَّهُمَّ', 'ب', 'عدد', 'قطرات', 'المطر', 'أرح', 'قلب', 'ه', 'و', 'أرزق', 'ه', 'سعادة', 'لا', 'تنتهي', 'و', 'حقلق', 'ل', 'ه', 'ما', 'يرجوا', 'ه', 'و', 'أرزق', 'ه', 'راحة', 'تغني', 'ه', 'عن', 'كلِّ', 'شيئ', 'و', 'أبعد', 'عن', 'ه', 'كل', 'ألم', 'وضيق', 'و', 'حزن', 'يا', 'أرحم', 'الرحمين']",[],[]
1059086503614263302,@maldhafere,#امطار_الكويت اللهم أني أسالك بعدد قطرات هذا المطر تفريجآ لكل هم واستجابة لكل دعاء🌹.,下午10:14 · 2018年11月4日,Kuwait_floods_18,[],['#امطار_الكويت'],[],"['اللهم', 'أني', 'أسالك', 'بعدد', 'قطرات', 'هذا', 'المطر', 'تفريجآ', 'لكل', 'هم', 'واستجابة', 'لكل', 'دعاء🌹']",2018-11-04 22:14:00,"['اللهم', 'أني', 'أسالك', 'ب', 'عدد', 'قطرات', 'هذا', 'المطر', 'تفريجآ', 'ل', 'كل', 'هم', 'و', 'استجابة', 'ل', 'كل', 'دعاء']",[],[]
1059086544152260609,@o_al7jelan,#امطار_الكويت سقفنا يخرّ ترضى .. يا وطنّا ؟ ونصف قرن تعيش انت بموتنا . كيف نفرح بالمطر هذا وحنّا المطر يفضح عيوب .. بيوتنا :) https://t.co/C6O0AnvJ6k,下午10:14 · 2018年11月4日,Kuwait_floods_18,[],['#امطار_الكويت'],['https://t.co/C6O0AnvJ6k'],"['سقفنا', 'يخرّ', 'ترضى', '', 'يا', 'وطنّا', '؟', 'ونصف', 'قرن', 'تعيش', 'انت', 'بموتنا', '', 'كيف', 'نفرح', 'بالمطر', 'هذا', 'وحنّا', 'المطر', 'يفضح', 'عيوب', '', 'بيوتنا', ':']",2018-11-04 22:14:00,"['سقف', 'نا', 'يخرّ', 'ترضى', 'يا', 'وطنّا', 'و', 'نصف', 'قرن', 'تعيش', 'انت', 'ب', 'موة', 'نا', 'كيف', 'نفرح', 'ب', 'المطر', 'هذا', 'و', 'حنا', 'المطر', 'يفضح', 'عيوب', 'بيوة', 'نا']",[],[]
1059090551264497664,@Faisalm66,صوت زخات المطر مريح لـ كل الأمزجة ❤️ #صوت_المطر #امطار_الكويت https://t.co/ETE9UntMU4,下午10:30 · 2018年11月4日,Kuwait_floods_18,[],"['#صوت_المطر', '#امطار_الكويت']",['https://t.co/ETE9UntMU4'],"['صوت', 'زخات', 'المطر', 'مريح', 'لـ', 'كل', 'الأمزجة', '❤️']",2018-11-04 22:30:00,"['صوت', 'زخات', 'المطر', 'مريح', 'لـ', 'كل', 'الأمزجة']",[],[]
1059092546415222784,@s_m_d_222,اللهم أشفي كل مريض وأرزق كل فقير اللهم سهل على كل من أستصعب عليه أمر اللهم فرج هم المهموم اللهم أغفر للأحياء والأموات🌿 #صوت_المطر #امطار_الكويت https://t.co/93GwM0wHaw,下午10:38 · 2018年11月4日,Kuwait_floods_18,[],"['#صوت_المطر', '#امطار_الكويت']",['https://t.co/93GwM0wHaw'],"['اللهم', 'أشفي', 'كل', 'مريض', 'وأرزق', 'كل', 'فقير', 'اللهم', 'سهل', 'على', 'كل', 'من', 'أستصعب', 'عليه', 'أمر', 'اللهم', 'فرج', 'هم', 'المهموم', 'اللهم', 'أغفر', 'للأحياء', 'والأموات🌿']",2018-11-04 22:38:00,"['اللهم', 'أشفي', 'كل', 'مريض', 'و', 'أرزق', 'كل', 'فقير', 'اللهم', 'س', 'هل', 'على', 'كل', 'من', 'أستصعب', 'علي', 'ه', 'أمر', 'اللهم', 'فرج', 'هم', 'المهموم', 'اللهم', 'أغفر', 'ل', 'الأحياء', 'و', 'الأموات']",[],[]
1059093630923759616,@N_OTB36,#امطار_الكويت اللهُّم أمطر على قـُبورِ موتانا من سحائِب رحمتك ومغفرتك .. https://t.co/k6aTUD2t7S,下午10:42 · 2018年11月4日,Kuwait_floods_18,[],['#امطار_الكويت'],['https://t.co/k6aTUD2t7S'],"['اللهُّم', 'أمطر', 'على', 'قـُبورِ', 'موتانا', 'من', 'سحائِب', 'رحمتك', 'ومغفرتك', '']",2018-11-04 22:42:00,"['اللهُّم', 'أمطر', 'على', 'قـُبورِ', 'موتانا', 'من', 'سحائِب', 'رحمة', 'ك', 'ومغفرتك']",[],[]
1059097925513633793,@amaeeri,قال رسول اللهﷺ “ ادعوا الله وأنتم موقنون بالإجابة واعلموا أن الله لايستجيب دعاءً من قلب غافلٍ لاهٍ . “ الألباني صحيح الترمذي 3479 #امطار_الكويت #صوت_المطر,下午10:59 · 2018年11月4日,Kuwait_floods_18,[],"['#امطار_الكويت', '#صوت_المطر']",[],"['قال', 'رسول', 'اللهﷺ', '“', 'ادعوا', 'الله', 'وأنتم', 'موقنون', 'بالإجابة', 'واعلموا', 'أن', 'الله', 'لايستجيب', 'دعاءً', 'من', 'قلب', 'غافلٍ', 'لاهٍ', '', '“', 'الألباني', 'صحيح', 'الترمذي', '3479']",2018-11-04 22:59:00,"['قال', 'رسول', 'اللهﷺ', 'ادعوا', 'الله', 'و', 'أنتم', 'موقنون', 'ب', 'الإجابة', 'و', 'أعلموا', 'أن', 'الله', 'ل', 'ايستجيب', 'دعاءً', 'من', 'قلب', 'غافلٍ', 'ل', 'أهد', '“', 'الألباني', 'صحيح', 'الترمذي', '3479']",[],[]
1059099103924310016,@_A26___,#امطار_الكويت #صوت_المطر ﮼مساء،المطر،والغيم،وبدايات،الشتاء،الحلوه🎻 https://t.co/mspBy5oUjk,下午11:04 · 2018年11月4日,Kuwait_floods_18,[],"['#امطار_الكويت', '#صوت_المطر']",['https://t.co/mspBy5oUjk'],['﮼مساء،المطر،والغيم،وبدايات،الشتاء،الحلوه🎻'],2018-11-04 23:04:00,"['د', 'مساء', '،المطر', 'والغيم', 'وبدايات', '،الشتاء', 'الحلوه🎻']",[],[]
1059100213439279104,@R_bader_R,#امطار_الكويت رسالة إلى السّجان عائشة خيرت الشاطر . . اللهم عليك بالظالمين .. اللهم فرج عن المعتقلين في سجون الطغاة والظالمين وكن معهم وثبتهم وصبرهم وأهلهم الكرام وانتقم ممن ظلمهم في الدنيا والآخرة .. . . اللهم آمين https://t.co/cgTcWA3WFF,下午11:09 · 2018年11月4日,Kuwait_floods_18,[],['#امطار_الكويت'],['https://t.co/cgTcWA3WFF'],"['رسالة', 'إلى', 'السّجان', 'عائشة', 'خيرت', 'الشاطر', '', '', 'اللهم', 'عليك', 'بالظالمين', '', 'اللهم', 'فرج', 'عن', 'المعتقلين', 'في', 'سجون', 'الطغاة', 'والظالمين', 'وكن', 'معهم', 'وثبتهم', 'وصبرهم', 'وأهلهم', 'الكرام', 'وانتقم', 'ممن', 'ظلمهم', 'في', 'الدنيا', 'والآخرة', '', '', '', 'اللهم', 'آمين']",2018-11-04 23:09:00,"['رسالة', 'إلى', 'السّجان', 'عائشة', 'خيرت', 'الشاطر', 'اللهم', 'علي', 'ك', 'ب', 'الظالمين', 'اللهم', 'فرج', 'عن', 'المعتقلين', 'في', 'سجون', 'الطغاة', 'و', 'الظالمين', 'و', 'كن', 'مع', 'هم', 'و', 'ثبة', 'هم', 'وصبر', 'هم', 'و', 'أهل', 'هم', 'الكرام', 'و', 'انتقم', 'ممن', 'ظلم', 'هم', 'في', 'الدنيا', 'و', 'الآخرة', 'اللهم', 'آمين']",['خيرت الشاطر'],[]
1059115024172621825,@NaiFalmaash3,#امطار_الكويت اللهم أغسل قبور من أشتقنا إليهم وهم تحت التراب اللهم أجمعنا بهم في الجنة يارب🌧❤️ https://t.co/D72AlsdiQ7,上午12:07 · 2018年11月5日,Kuwait_floods_18,[],['#امطار_الكويت'],['https://t.co/D72AlsdiQ7'],"['اللهم', 'أغسل', 'قبور', 'من', 'أشتقنا', 'إليهم', 'وهم', 'تحت', 'التراب', 'اللهم', 'أجمعنا', 'بهم', 'في', 'الجنة', 'يارب🌧❤️']",2018-11-05 00:07:00,"['اللهم', 'أغسل', 'قبور', 'من', 'أشتقنا', 'إلي', 'هم', 'و', 'هم', 'تحت', 'التراب', 'اللهم', 'أجمع', 'نا', 'ب', 'هم', 'في', 'الجنة', 'يارب🌧❤', '️']",[],[]
1059116243721035776,@Talal_Albuhairi,#امطار_الكويت . منطقتي العزيزه ((جابر العلي)) وكثير من المناطق.. الله يعينج..ويعين اهلج الليله . ❌من شباب بلا اخلاق وبلا وعي❌ يقحصون دون مراعاه لمريض.. او كبار بالسن يحتاجون للراحه.. او طالب يدرس ويحتاج للتركيز.. . #جهل,上午12:12 · 2018年11月5日,Kuwait_floods_18,[],"['#امطار_الكويت', '#جهل']",[],"['', 'منطقتي', 'العزيزه', 'جابر', 'العلي', 'وكثير', 'من', 'المناطق', 'الله', 'يعينج..ويعين', 'اهلج', 'الليله', '', '❌من', 'شباب', 'بلا', 'اخلاق', 'وبلا', 'وعي❌', 'يقحصون', 'دون', 'مراعاه', 'لمريض', 'او', 'كبار', 'بالسن', 'يحتاجون', 'للراحه', 'او', 'طالب', 'يدرس', 'ويحتاج', 'للتركيز', '']",2018-11-05 00:12:00,"['منطقتي', 'العزيز', 'ه', 'جابر', 'العلي', 'و', 'كثير', 'من', 'المناطق', 'الله', 'يعينج', 'و', 'يعين', 'اهلج', 'الليله', 'دن', 'من', 'شباب', 'ب', 'لا', 'اخلاق', 'و', 'ب', 'لا', 'وعي❌', 'يقحصون', 'دون', 'مراعاه', 'ل', 'مريض', 'او', 'كبار', 'ب', 'السن', 'يحتاجون', 'ل', 'الراح', 'ه', 'او', 'طالب', 'يدرس', 'و', 'يحتاج', 'للتركيز']",['جابر العلي'],[]
1059125288095887360,@Abdullah_jasi,خابرك تحبّ المطر عسى المطر لقبرك وصل الله يرحمك برحمته #امطار_الكويت https://t.co/QidAPAg7Cx,上午12:48 · 2018年11月5日,Kuwait_floods_18,[],['#امطار_الكويت'],['https://t.co/QidAPAg7Cx'],"['خابرك', 'تحبّ', 'المطر', 'عسى', 'المطر', 'لقبرك', 'وصل', 'الله', 'يرحمك', 'برحمته']",2018-11-05 00:48:00,"['خابرك', 'تحبّ', 'المطر', 'عسى', 'المطر', 'ل', 'قبرك', 'وصل', 'الله', 'يرحمك', 'برحمته']",[],[]
1059126195177054208,@AlSlamNews,سيول تقطع طريق #المطلاع #امطار_الكويت https://t.co/50ZTAmmFg1,上午12:52 · 2018年11月5日,Kuwait_floods_18,[],"['#المطلاع', '#امطار_الكويت']",['https://t.co/50ZTAmmFg1'],"['سيول', 'تقطع', 'طريق']",2018-11-05 00:52:00,"['سيول', 'تقطع', 'طريق']",['سيول'],[]
1059127230251630592,@8e8eii,تخطفين القلب وأرضكك جفاف شلون لو غيم سماك ! وأمطرت♥️ #الجهراء #امطار_الكويت https://t.co/6ZXP4O2Ulc,上午12:56 · 2018年11月5日,Kuwait_floods_18,[],"['#الجهراء', '#امطار_الكويت']",['https://t.co/6ZXP4O2Ulc'],"['تخطفين', 'القلب', 'وأرضكك', 'جفاف', 'شلون', 'لو', 'غيم', 'سماك', '', 'وأمطرت♥️']",2018-11-05 00:56:00,"['تخطفين', 'القلب', 'و', 'أرضك', 'ك', 'جفاف', 'شلون', 'لو', 'غيم', 'سماك', 'وأمطرت♥️']",[],[]
1059130974972399616,@Mustafa75825088,#امطار_الكويت كل شي جميل في الشتاء عدا ارتجاف الفقراء برداً وقهراً 😑 https://t.co/Qiy9ptRk14,上午1:11 · 2018年11月5日,Kuwait_floods_18,[],['#امطار_الكويت'],['https://t.co/Qiy9ptRk14'],"['كل', 'شي', 'جميل', 'في', 'الشتاء', 'عدا', 'ارتجاف', 'الفقراء', 'برداً', 'وقهراً', '😑']",2018-11-05 01:11:00,"['كل', 'شي', 'جميل', 'في', 'الشتاء', 'عدا', 'ارتجاف', 'الفقراء', 'برداً', 'و', 'قهرا']",[],[]
1059139136949571585,@vxvxq11,#امطار_الكويت هب البراد وزان جو المكاشيت والبال يطرب كل ماهب نسناس ياعاشق المجلاس في داخل البيت سج القدم ماعاد فالبيت مجـلاس https://t.co/tmrTmn1V8m,上午1:43 · 2018年11月5日,Kuwait_floods_18,[],['#امطار_الكويت'],['https://t.co/tmrTmn1V8m'],"['هب', 'البراد', 'وزان', 'جو', 'المكاشيت', 'والبال', 'يطرب', 'كل', 'ماهب', 'نسناس', 'ياعاشق', 'المجلاس', 'في', 'داخل', 'البيت', 'سج', 'القدم', 'ماعاد', 'فالبيت', 'مجـلاس']",2018-11-05 01:43:00,"['هب', 'البراد', 'وزان', 'جو', 'المكاشيت', 'و', 'البال', 'يطرب', 'كل', 'ماهب', 'نسناس', 'ياعاشق', 'المجلاس', 'في', 'داخل', 'البيت', 'سج', 'القدم', 'ماعاد', 'فالبيت', 'مجـلاس']",['جو المكاشيت'],[]
1059149473128108033,@3loo0ooya,#امطار_الكويت دعيت لك والدنيا جفاف .. تظن بنساك والدنيا مطر ؟!🌧💜,上午2:24 · 2018年11月5日,Kuwait_floods_18,[],['#امطار_الكويت'],[],"['دعيت', 'لك', 'والدنيا', 'جفاف', '', 'تظن', 'بنساك', 'والدنيا', 'مطر', '؟!🌧💜']",2018-11-05 02:24:00,"['دعيت', 'لك', 'والدنيا', 'جفاف', 'تظن', 'ب', 'نساك', 'و', 'الدنيا', 'مطر']",[],[]
1059165766862409730,@Falcon_kuw,عسى المطر يغسل قلوب المخاليق من همّها ، من غمّها، من كدرها ، ويمطر على اللي فالقبور المغاليق من مزنةٍ يسبق ،،، بردها رعدها ☝🏻️🌧 #صوت_المطر #امطار_الكويت,上午3:29 · 2018年11月5日,Kuwait_floods_18,[],"['#صوت_المطر', '#امطار_الكويت']",[],"['عسى', 'المطر', 'يغسل', 'قلوب', 'المخاليق', 'من', 'همّها', '،', 'من', 'غمّها،', 'من', 'كدرها', '،', 'ويمطر', 'على', 'اللي', 'فالقبور', 'المغاليق', 'من', 'مزنةٍ', 'يسبق', '،،،', 'بردها', 'رعدها', '☝🏻️🌧']",2018-11-05 03:29:00,"['عسى', 'المطر', 'يغسل', 'قلوب', 'المخاليق', 'من', 'همد', 'ها', 'من', 'غمل', 'ها', 'من', 'كدر', 'ها', 'و', 'يمطر', 'على', 'اللي', 'ف', 'القبور', 'المغاليق', 'من', 'مزنة', 'ٍ', 'يسبق', 'برد', 'ها', 'رعد', 'ها', '☝🏻️🌧']",[],[]
1059177015948070913,@Eng_Nawaf_7,#امطار_الكويت مطر وغيم ونسناسً هوا صافي بانت رسوم الزين بوجه الكويت,上午4:14 · 2018年11月5日,Kuwait_floods_18,[],['#امطار_الكويت'],[],"['مطر', 'وغيم', 'ونسناسً', 'هوا', 'صافي', 'بانت', 'رسوم', 'الزين', 'بوجه', 'الكويت']",2018-11-05 04:14:00,"['مطر', 'وغيم', 'ونسناسً', 'هوا', 'صافي', 'بانت', 'رسوم', 'الزين', 'ب', 'وجه', 'الكويت']",['الكويت'],[]
1059192791534854149,@ms_mxi,ديرتي اليوم في عيوني خياال حضنهاا غيم وسواليفهاا مطر..؛ #امطار_الكويت,上午5:16 · 2018年11月5日,Kuwait_floods_18,[],['#امطار_الكويت'],[],"['ديرتي', 'اليوم', 'في', 'عيوني', 'خياال', 'حضنهاا', 'غيم', 'وسواليفهاا', 'مطر..؛']",2018-11-05 05:16:00,"['ديرتي', 'اليوم', 'في', 'عيوني', 'خياال', 'حضن', 'ها', 'غيم', 'و', 'سواليف', 'ها', 'مطر']",[],[]
1059459059546492928,@FahidGmbazi,#امطار_الكويت حي الله اللي يشتت ضيقتي صوُته جعلني فدا الصوتَ و البحه وراعيهآ,下午10:54 · 2018年11月5日,Kuwait_floods_18,[],['#امطار_الكويت'],[],"['حي', 'الله', 'اللي', 'يشتت', 'ضيقتي', 'صوُته', 'جعلني', 'فدا', 'الصوتَ', 'و', 'البحه', 'وراعيهآ']",2018-11-05 22:54:00,"['حي', 'الله', 'اللي', 'يشتت', 'ضيقة', 'ي', 'صوة', 'ه', 'جعلني', 'فدا', 'الصوتَ', 'و', 'البحه', 'وراعيهآ']",['حي الله'],[]
1059488432551014401,@Almajlliss,فيديو / #أمطار_الكويت تقتحم بيت في الصليبية. https://t.co/y6HI3uCAfw,上午12:51 · 2018年11月6日,Kuwait_floods_18,[],['#أمطار_الكويت'],['https://t.co/y6HI3uCAfw'],"['فيديو', '/', 'تقتحم', 'بيت', 'في', 'الصليبية']",2018-11-06 00:51:00,"['فيديو', 'تقتحم', 'بيت', 'في', 'الصليبية']",['الصليبية'],[]
1059516914890883072,@Kuniv_F,لنا بنات ... الغيم ، وانتو بنات الناس ! الجهرا تمطر خير 💕 واحساسها احساس والجهرا دايم غير ، تحيا بها الانفاس !❤️ #الجهرا #امطار_الكويت #متشائليات,上午2:44 · 2018年11月6日,Kuwait_floods_18,[],"['#الجهرا', '#امطار_الكويت', '#متشائليات']",[],"['لنا', 'بنات', '', 'الغيم', '،', 'وانتو', 'بنات', 'الناس', '', 'الجهرا', 'تمطر', 'خير', '💕', 'واحساسها', 'احساس', 'والجهرا', 'دايم', 'غير', '،', 'تحيا', 'بها', 'الانفاس', '❤️']",2018-11-06 02:44:00,"['لنا', 'بنات', 'الغيم', 'و', 'انتو', 'بنات', 'الناس', 'الجهرا', 'تمطر', 'خير', '💕', 'و', 'إحساس', 'ها', 'احساس', 'و', 'الجهرا', 'دايم', 'غير', 'تحيا', 'ب', 'ها', 'الانفاس']",[],[]
1059598452861100032,@Nayef_Alooslb,#امطار_الكويت اللهم لك الحمد والشكر اللهم سقيا رحمه لا سقيا عذاب,上午8:08 · 2018年11月6日,Kuwait_floods_18,[],['#امطار_الكويت'],[],"['اللهم', 'لك', 'الحمد', 'والشكر', 'اللهم', 'سقيا', 'رحمه', 'لا', 'سقيا', 'عذاب']",2018-11-06 08:08:00,"['اللهم', 'لك', 'الحمد', 'و', 'الشكر', 'اللهم', 'سقيا', 'رحم', 'ه', 'لا', 'سقيا', 'عذاب']",[],[]
1059601222280400896,@breakingkwt,ارقام الطوارئ في دولة الكويت: الشرطة و الإسعاف و المطافئ 112 طوارئ الكهرباءوالماء 152 وزارة الصحة 151 وزارة الأشغال 150 بلدية الكويت 139 #امطار_الكويت,上午8:19 · 2018年11月6日,Kuwait_floods_18,[],['#امطار_الكويت'],[],"['ارقام', 'الطوارئ', 'في', 'دولة', 'الكويت:', 'الشرطة', 'و', 'الإسعاف', 'و', 'المطافئ', '112', 'طوارئ', 'الكهرباءوالماء', '152', 'وزارة', 'الصحة', '151', 'وزارة', 'الأشغال', '150', 'بلدية', 'الكويت', '139']",2018-11-06 08:19:00,"['ارقام', 'الطوارئ', 'في', 'دولة', 'الكويت', 'الشرطة', 'و', 'الإسعاف', 'و', 'المطافئ', '112', 'طوارئ', 'الكهرباءوالماء', '152', 'وزارة', 'الصحة', '151', 'وزارة', 'الأشغال', '150', 'بلدية', 'الكويت', '139']","['الكويت', 'الكويت']",[]
