tweet_id,user_name,text,time,event_id,user_mentions,hashtags,urls,words,created_at,filtered_words,entities,sampled_words
1018733409601032192,@samuelpetitbzh,#Rennes La sortie de prison de Djamel Beghal [Vidéo exclusive] https://t.co/pYb0kzZCIW,下午1:45 · 2018年7月16日,0,[],['#Rennes'],['https://t.co/pYb0kzZCIW'],"['La', 'sortie', 'de', 'prison', 'de', 'Djamel', 'Beghal', 'Vidéo', 'exclusive']",2018-07-16 13:45:00,"['sortie', 'prison', 'djamel', 'beghal', 'vidéo', 'exclusive']",['Djamel Beghal Vidéo'],[]
1018734114671943680,@FaouziAbdelkefi,"L’islamiste Djamel Beghal sort de prison, des incertitudes demeurent sur son&nbsp;sort https://t.co/YsM0c4fSeI https://t.co/uT57qycNe8",下午1:48 · 2018年7月16日,0,[],[],"['https://t.co/YsM0c4fSeI', 'https://t.co/uT57qycNe8']","['L’islamiste', 'Djamel', 'Beghal', 'sort', 'de', 'prison', 'des', 'incertitudes', 'demeurent', 'sur', 'son&nbsp', 'sort']",2018-07-16 13:48:00,"['islamiste', 'djamel', 'beghal', 'sort', 'prison', 'incertitudes', 'demeurent', 'son&nbsp', 'sort']",['Djamel Beghal'],[]
1018735057110958080,@lncnc_monde,"#DirectLNC #LncMonde L'islamiste Djamel Beghal sort de prison, des incertitudes demeurent sur son sort https://t.co/nhyjFAEjcQ",下午1:52 · 2018年7月16日,0,[],"['#DirectLNC', '#LncMonde']",['https://t.co/nhyjFAEjcQ'],"[""L'islamiste"", 'Djamel', 'Beghal', 'sort', 'de', 'prison', 'des', 'incertitudes', 'demeurent', 'sur', 'son', 'sort']",2018-07-16 13:52:00,"['islamiste', 'djamel', 'beghal', 'sort', 'prison', 'incertitudes', 'demeurent', 'sort']",['Djamel Beghal'],[]
1018740982614056960,@prisonFR,"Djamel Beghal, mentor des djihadistes de Charlie Hebdo, sort de ... - https://t.co/H8G2REBYlI https://t.co/pDtQpnTXzc",下午2:15 · 2018年7月16日,0,[],[],"['https://t.co/H8G2REBYlI', 'https://t.co/pDtQpnTXzc']","['Djamel', 'Beghal', 'mentor', 'des', 'djihadistes', 'de', 'Charlie', 'Hebdo', 'sort', 'de', '-']",2018-07-16 14:15:00,"['djamel', 'beghal', 'mentor', 'djihadistes', 'charlie', 'hebdo', 'sort']","['Djamel Beghal', 'Charlie Hebdo']",[]
1018748351070834689,@Corse_Matin,"‌🌏&nbsp;Il est considéré comme le mentor de Chérif Kouachi et d'Amédy Coulibaly‌&nbsp;&nbsp; ⚖️L'islamiste Djamel Beghal sort de prison, des incertitudes demeurent sur son sort https://t.co/89GUyEPKh6 https://t.co/cjy8JzMD6h",下午2:45 · 2018年7月16日,0,[],[],"['https://t.co/89GUyEPKh6', 'https://t.co/cjy8JzMD6h']","['\u200c🌏&nbsp', 'Il', 'est', 'considéré', 'comme', 'le', 'mentor', 'de', 'Chérif', 'Kouachi', 'et', ""d'Amédy"", 'Coulibaly\u200c&nbsp', '&nbsp', ""⚖️L'islamiste"", 'Djamel', 'Beghal', 'sort', 'de', 'prison', 'des', 'incertitudes', 'demeurent', 'sur', 'son', 'sort']",2018-07-16 14:45:00,"['\u200c', '🌏', '&nbsp', 'il', 'considéré', 'mentor', 'chérif', 'kouachi', 'amédy', 'coulibaly\u200c&nbsp', '&nbsp', '⚖', ""️l'"", 'islamiste', 'djamel', 'beghal', 'sort', 'prison', 'incertitudes', 'demeurent', 'sort']","['&nbsp', 'Il', 'Chérif Kouachi', 'Amédy Coulibaly\u200c&nbsp', '&nbsp', 'Djamel Beghal']",[]
1018749825083412480,@afpfr,"L'islamiste Djamel Beghal sort de prison, des incertitudes demeurent sur son sort https://t.co/E4t1r3ww7Y #AFP",下午2:51 · 2018年7月16日,0,[],['#AFP'],['https://t.co/E4t1r3ww7Y'],"[""L'islamiste"", 'Djamel', 'Beghal', 'sort', 'de', 'prison', 'des', 'incertitudes', 'demeurent', 'sur', 'son', 'sort']",2018-07-16 14:51:00,"['islamiste', 'djamel', 'beghal', 'sort', 'prison', 'incertitudes', 'demeurent', 'sort']",['Djamel Beghal'],[]
1018750891770474496,@dlang57500,"L'#islamiste Djamel Beghal sort de prison, des incertitudes demeurent sur son sort https://t.co/lnYRYuiLsH",下午2:55 · 2018年7月16日,0,[],"[""L'#islamiste""]",['https://t.co/lnYRYuiLsH'],"['Djamel', 'Beghal', 'sort', 'de', 'prison', 'des', 'incertitudes', 'demeurent', 'sur', 'son', 'sort']",2018-07-16 14:55:00,"['djamel', 'beghal', 'sort', 'prison', 'incertitudes', 'demeurent', 'sort']",['Djamel Beghal'],[]
1018751849229271041,@Le35000,Rennes. La sortie de prison de Djamel Beghal [Vidéo exclusive] https://t.co/7fwQwXnCgn,下午2:59 · 2018年7月16日,0,[],[],['https://t.co/7fwQwXnCgn'],"['Rennes', 'La', 'sortie', 'de', 'prison', 'de', 'Djamel', 'Beghal', 'Vidéo', 'exclusive']",2018-07-16 14:59:00,"['rennes', 'sortie', 'prison', 'djamel', 'beghal', 'vidéo', 'exclusive']","['Rennes', 'Djamel Beghal Vidéo']",[]
1018754364981170176,@ouestfrance35,Rennes. Djamel Beghal a quitté la prison de Vezin-le-Coquet tôt ce lundi matin https://t.co/3b16U4feOw https://t.co/Wvc1V7rkaM,下午3:09 · 2018年7月16日,0,[],[],"['https://t.co/3b16U4feOw', 'https://t.co/Wvc1V7rkaM']","['Rennes', 'Djamel', 'Beghal', 'a', 'quitté', 'la', 'prison', 'de', 'Vezin-le-Coquet', 'tôt', 'ce', 'lundi', 'matin']",2018-07-16 15:09:00,"['rennes', 'djamel', 'beghal', 'quitté', 'prison', 'vezin-le-coquet', 'tôt', 'lundi', 'matin']","['Rennes', 'Djamel Beghal', 'prison de Vezin-le-Coquet']",[]
1018757895800934400,@pcrehange,#Rennes EXCLUSIF Il est considéré comme le mentor des frères Kouachi. L'islamiste Djamel Beghal est sorti de la prison de Vezin ce matin à l'aube. Les images exclusives du @MensueldeRennes @LeTelegramme https://t.co/6GPFmlijwn,下午3:23 · 2018年7月16日,0,"['@MensueldeRennes', '@LeTelegramme']",['#Rennes'],['https://t.co/6GPFmlijwn'],"['EXCLUSIF', 'Il', 'est', 'considéré', 'comme', 'le', 'mentor', 'des', 'frères', 'Kouachi', ""L'islamiste"", 'Djamel', 'Beghal', 'est', 'sorti', 'de', 'la', 'prison', 'de', 'Vezin', 'ce', 'matin', 'à', ""l'aube"", 'Les', 'images', 'exclusives', 'du']",2018-07-16 15:23:00,"['exclusif', 'considéré', 'mentor', 'frères', 'kouachi', 'islamiste', 'djamel', 'beghal', 'sorti', 'prison', 'vezin', 'matin', 'aube', 'images', 'exclusives']","['EXCLUSIF', 'Kouachi', 'Djamel Beghal', 'Vezin']",[]
1018758426640420865,@prisonFR,"Djamel Beghal, mentor des djihadistes de Charlie Hebdo, sort de ... - Ouest-France https://t.co/6SrqvaFPGD",下午3:25 · 2018年7月16日,0,[],[],['https://t.co/6SrqvaFPGD'],"['Djamel', 'Beghal', 'mentor', 'des', 'djihadistes', 'de', 'Charlie', 'Hebdo', 'sort', 'de', '-', 'Ouest-France']",2018-07-16 15:25:00,"['djamel', 'beghal', 'mentor', 'djihadistes', 'charlie', 'hebdo', 'sort', 'ouest-france']","['Djamel Beghal', 'Charlie Hebdo', 'Ouest-France']",[]
1018759796990898176,@prisonFR,L'islamiste Djamel Beghal sort de prison - https://t.co/FI9vXL3mnG https://t.co/tReLiSCnQv,下午3:30 · 2018年7月16日,0,[],[],"['https://t.co/FI9vXL3mnG', 'https://t.co/tReLiSCnQv']","[""L'islamiste"", 'Djamel', 'Beghal', 'sort', 'de', 'prison', '-']",2018-07-16 15:30:00,"['islamiste', 'djamel', 'beghal', 'sort', 'prison']",['Djamel Beghal'],[]
1018763981392171008,@actufr,"#CharlieHebdo : l'islamiste #DjamelBeghal sort de prison, des incertitudes demeurent sur son sort https://t.co/zUVeyOZ02T https://t.co/IPyN8WdUl8",下午3:47 · 2018年7月16日,0,[],"['#CharlieHebdo', '#DjamelBeghal']","['https://t.co/zUVeyOZ02T', 'https://t.co/IPyN8WdUl8']","[':', ""l'islamiste"", 'sort', 'de', 'prison', 'des', 'incertitudes', 'demeurent', 'sur', 'son', 'sort']",2018-07-16 15:47:00,"['islamiste', 'sort', 'prison', 'incertitudes', 'demeurent', 'sort']",[],[]
1018763999549313024,@julientran,"L'islamiste Djamel Beghal sort de prison, des incertitudes demeurent sur son sort https://t.co/VGluCTiXX6",下午3:47 · 2018年7月16日,0,[],[],['https://t.co/VGluCTiXX6'],"[""L'islamiste"", 'Djamel', 'Beghal', 'sort', 'de', 'prison', 'des', 'incertitudes', 'demeurent', 'sur', 'son', 'sort']",2018-07-16 15:47:00,"['islamiste', 'djamel', 'beghal', 'sort', 'prison', 'incertitudes', 'demeurent', 'sort']",['Djamel Beghal'],[]
1018774261882867718,@RFI,France: l'islamiste Djamel Beghal sera-t-il rapidement libéré et expulsé? https://t.co/E47bddCnTe https://t.co/Z6iPUUK08R,下午4:28 · 2018年7月16日,0,[],[],"['https://t.co/E47bddCnTe', 'https://t.co/Z6iPUUK08R']","['France:', ""l'islamiste"", 'Djamel', 'Beghal', 'sera-t-il', 'rapidement', 'libéré', 'et', 'expulsé?']",2018-07-16 16:28:00,"['france', 'islamiste', 'djamel', 'beghal', '-t', '-il', 'rapidement', 'libéré', 'expulsé']","['France', 'Djamel Beghal']",[]
1018775810197606400,@MaxLagarrigue,L'islamiste Djamel #Beghal est sorti de prison (source judiciaire Afp),下午4:34 · 2018年7月16日,0,[],['#Beghal'],[],"[""L'islamiste"", 'Djamel', 'est', 'sorti', 'de', 'prison', 'source', 'judiciaire', 'Afp']",2018-07-16 16:34:00,"['islamiste', 'djamel', 'sorti', 'prison', 'source', 'judiciaire', 'afp']","['Djamel', 'Afp']",[]
1018775844129525760,@3c72c3c9aaa6430,"À Macron ; Beghal Djamel, même s'il est d'origine algérien c'est un terroriste français, n'oublie pas Mr le président !",下午4:34 · 2018年7月16日,0,[],[],[],"['À', 'Macron', 'Beghal', 'Djamel', 'même', ""s'il"", 'est', ""d'origine"", 'algérien', ""c'est"", 'un', 'terroriste', 'français', ""n'oublie"", 'pas', 'Mr', 'le', 'président']",2018-07-16 16:34:00,"['macron', 'beghal', 'djamel', 'origine', 'algérien', 'terroriste', 'français', 'oublie', 'mr', 'président']","['Macron', 'Beghal Djamel', 'Mr']",[]
1018776227635712001,@i24NEWS_FR,#France: L'islamiste algérien Djamel #Beghal est sorti de prison (source judiciaire) ►► https://t.co/S0mDB7n6JX https://t.co/8vNEuLdjFT,下午4:35 · 2018年7月16日,0,[],"['#France:', '#Beghal']","['https://t.co/S0mDB7n6JX', 'https://t.co/8vNEuLdjFT']","[""L'islamiste"", 'algérien', 'Djamel', 'est', 'sorti', 'de', 'prison', 'source', 'judiciaire', '►►']",2018-07-16 16:35:00,"['islamiste', 'algérien', 'djamel', 'sorti', 'prison', 'source', 'judiciaire', '►', '►']",['Djamel'],[]
1018776359248723968,@romandie,ALERTE - France: l'islamiste algérien Djamel Beghal est sorti de prison (source judiciaire) https://t.co/6AJ0PP729u,下午4:36 · 2018年7月16日,0,[],[],['https://t.co/6AJ0PP729u'],"['ALERTE', '-', 'France:', ""l'islamiste"", 'algérien', 'Djamel', 'Beghal', 'est', 'sorti', 'de', 'prison', 'source', 'judiciaire']",2018-07-16 16:36:00,"['alerte', '-', 'france', 'islamiste', 'algérien', 'djamel', 'beghal', 'sorti', 'prison', 'source', 'judiciaire']","['ALERTE', 'France', 'Djamel Beghal']",[]
1018776439506767872,@WikiScene_Infos,France: l'islamiste algérien Djamel Beghal est sorti de prison (source judiciaire),下午4:36 · 2018年7月16日,0,[],[],[],"['France:', ""l'islamiste"", 'algérien', 'Djamel', 'Beghal', 'est', 'sorti', 'de', 'prison', 'source', 'judiciaire']",2018-07-16 16:36:00,"['france', 'islamiste', 'algérien', 'djamel', 'beghal', 'sorti', 'prison', 'source', 'judiciaire']","['France', 'Djamel Beghal']",[]
1018777794954735617,@mlnangalama,"via @PerilofAfrica Incertitude sur le sort de l’islamiste Djamel Beghal, sorti de prison lundi https://t.co/SPh7dNgPwr https://t.co/XMSPMp2dva",下午4:42 · 2018年7月16日,0,['@PerilofAfrica'],[],"['https://t.co/SPh7dNgPwr', 'https://t.co/XMSPMp2dva']","['via', 'Incertitude', 'sur', 'le', 'sort', 'de', 'l’islamiste', 'Djamel', 'Beghal', 'sorti', 'de', 'prison', 'lundi']",2018-07-16 16:42:00,"['incertitude', 'sort', 'islamiste', 'djamel', 'beghal', 'sorti', 'prison', 'lundi']","['Incertitude', 'Djamel Beghal']",[]
1018777840521752577,@Neyrolles75,BREAKING🔴 France: l'islamiste algérien Djamel Beghal est sorti de prison (source juduciaire),下午4:42 · 2018年7月16日,0,[],[],[],"['BREAKING🔴', 'France:', ""l'islamiste"", 'algérien', 'Djamel', 'Beghal', 'est', 'sorti', 'de', 'prison', 'source', 'juduciaire']",2018-07-16 16:42:00,"['breaking', '🔴', 'france', 'islamiste', 'algérien', 'djamel', 'beghal', 'sorti', 'prison', 'source', 'juduciaire']","['France', 'Djamel Beghal']",[]
1018777853066924033,@lncnc_monde,#DirectLNC #LncMonde France: l'islamiste algérien Djamel Beghal est sorti de prison https://t.co/7ODGZ1iTre,下午4:42 · 2018年7月16日,0,[],"['#DirectLNC', '#LncMonde']",['https://t.co/7ODGZ1iTre'],"['France:', ""l'islamiste"", 'algérien', 'Djamel', 'Beghal', 'est', 'sorti', 'de', 'prison']",2018-07-16 16:42:00,"['france', 'islamiste', 'algérien', 'djamel', 'beghal', 'sorti', 'prison']","['France', 'Djamel Beghal']",[]
1018778207821189120,@laprovence,#France : l'islamiste Djamel Beghal est sorti de #prison https://t.co/xTLxwtgRn6 #justice https://t.co/6a2FV4Oz4K,下午4:43 · 2018年7月16日,0,[],"['#France', '#prison', '#justice']","['https://t.co/xTLxwtgRn6', 'https://t.co/6a2FV4Oz4K']","[':', ""l'islamiste"", 'Djamel', 'Beghal', 'est', 'sorti', 'de']",2018-07-16 16:43:00,"['islamiste', 'djamel', 'beghal', 'sorti']",['Djamel Beghal'],[]
1018778219556823040,@Limportant_fr,"Rennes : considéré comme le mentor des frères Kouachi, Djamel Beghal est sorti de prison ce matin https://t.co/sMz1tAuIss @pcrehange https://t.co/d8LjVtVw7p",下午4:43 · 2018年7月16日,0,['@pcrehange'],[],"['https://t.co/sMz1tAuIss', 'https://t.co/d8LjVtVw7p']","['Rennes', ':', 'considéré', 'comme', 'le', 'mentor', 'des', 'frères', 'Kouachi', 'Djamel', 'Beghal', 'est', 'sorti', 'de', 'prison', 'ce', 'matin']",2018-07-16 16:43:00,"['rennes', 'considéré', 'mentor', 'frères', 'kouachi', 'djamel', 'beghal', 'sorti', 'prison', 'matin']","['Rennes', 'Kouachi Djamel Beghal']",[]
1018778235868311553,@RFI,France: l'islamiste Djamel Beghal est sorti de prison https://t.co/5cQ3t5duCr https://t.co/cc6cX8uQci,下午4:43 · 2018年7月16日,0,[],[],"['https://t.co/5cQ3t5duCr', 'https://t.co/cc6cX8uQci']","['France:', ""l'islamiste"", 'Djamel', 'Beghal', 'est', 'sorti', 'de', 'prison']",2018-07-16 16:43:00,"['france', 'islamiste', 'djamel', 'beghal', 'sorti', 'prison']","['France', 'Djamel Beghal']",[]
1018778281498140672,@W38777Y,"Incertitude sur le sort de l’islamiste Djamel Beghal, sorti de prison lundi https://t.co/2IxUQqiCdu https://t.co/h7GkIYTUeB",下午4:44 · 2018年7月16日,0,[],[],"['https://t.co/2IxUQqiCdu', 'https://t.co/h7GkIYTUeB']","['Incertitude', 'sur', 'le', 'sort', 'de', 'l’islamiste', 'Djamel', 'Beghal', 'sorti', 'de', 'prison', 'lundi']",2018-07-16 16:44:00,"['incertitude', 'sort', 'islamiste', 'djamel', 'beghal', 'sorti', 'prison', 'lundi']","['Incertitude', 'Djamel Beghal']",[]
1018778764745101312,@prisonFR,L'islamiste Djamel Beghal est sorti de prison - Est Républicain https://t.co/N07xhjepqY,下午4:46 · 2018年7月16日,0,[],[],['https://t.co/N07xhjepqY'],"[""L'islamiste"", 'Djamel', 'Beghal', 'est', 'sorti', 'de', 'prison', '-', 'Est', 'Républicain']",2018-07-16 16:46:00,"['islamiste', 'djamel', 'beghal', 'sorti', 'prison', 'républicain']","['Djamel Beghal', 'Est Républicain']",[]
1018779292753448960,@Megabox_2424,"#EU #France ""France: l'islamiste Djamel Beghal sera-t-il rapidement expulsé?"" https://t.co/2jHm7Mrzf5",下午4:48 · 2018年7月16日,0,[],"['#EU', '#France']",['https://t.co/2jHm7Mrzf5'],"['""France:', ""l'islamiste"", 'Djamel', 'Beghal', 'sera-t-il', 'rapidement', 'expulsé?""']",2018-07-16 16:48:00,"['france', 'islamiste', 'djamel', 'beghal', '-t', '-il', 'rapidement', 'expulsé']","['France', 'Djamel Beghal']",[]
1018780326716420096,@LeParisien_FDiv,L’islamiste Djamel Beghal est sorti de prison #FaitsDivers https://t.co/x7Vnt9kEMA,下午4:52 · 2018年7月16日,0,[],['#FaitsDivers'],['https://t.co/x7Vnt9kEMA'],"['L’islamiste', 'Djamel', 'Beghal', 'est', 'sorti', 'de', 'prison']",2018-07-16 16:52:00,"['islamiste', 'djamel', 'beghal', 'sorti', 'prison']",['Djamel Beghal'],[]
1018780531327143936,@DirectActus,"⭕️ #Beghal 🇫🇷 L'islamiste Djamel Beghal, 52 ans, considéré comme le mentor de Chérif Kouachi et d'Amédy Coulibaly, deux des auteurs des attentats de janvier 2015 à Paris, est sorti de prison ce matin, ""en vue d'être reconduit à la frontière"" » https://t.co/OrsLfDiwXx https://t.co/yDcBvduBA3",下午4:53 · 2018年7月16日,0,[],['#Beghal'],"['https://t.co/OrsLfDiwXx', 'https://t.co/yDcBvduBA3']","['⭕️', '🇫🇷', ""L'islamiste"", 'Djamel', 'Beghal', '52', 'ans', 'considéré', 'comme', 'le', 'mentor', 'de', 'Chérif', 'Kouachi', 'et', ""d'Amédy"", 'Coulibaly', 'deux', 'des', 'auteurs', 'des', 'attentats', 'de', 'janvier', '2015', 'à', 'Paris', 'est', 'sorti', 'de', 'prison', 'ce', 'matin', '""en', 'vue', ""d'être"", 'reconduit', 'à', 'la', 'frontière""', '»']",2018-07-16 16:53:00,"['⭕', '️', '🇫', '🇷', 'islamiste', 'djamel', 'beghal', '52', 'ans', 'considéré', 'mentor', 'chérif', 'kouachi', 'amédy', 'coulibaly', 'auteurs', 'attentats', 'janvier', '2015', 'paris', 'sorti', 'prison', 'matin', 'vue', 'reconduit', 'frontière']","['⭕', '🇷', 'Djamel Beghal', 'Chérif Kouachi', 'Amédy Coulibaly', 'Paris']",[]
1018780579792392192,@Geobilongo1,"Il est, depuis le début des années 2000, l'un des pires casse-tête de la France tous gouvernements confondus en matière de terrorisme. Djamel Beghal, considéré comme le mentor de Chérif Kouachi et d'Amedy Coulibaly,",下午4:53 · 2018年7月16日,0,[],[],[],"['Il', 'est', 'depuis', 'le', 'début', 'des', 'années', '2000', ""l'un"", 'des', 'pires', 'casse-tête', 'de', 'la', 'France', 'tous', 'gouvernements', 'confondus', 'en', 'matière', 'de', 'terrorisme', 'Djamel', 'Beghal', 'considéré', 'comme', 'le', 'mentor', 'de', 'Chérif', 'Kouachi', 'et', ""d'Amedy"", 'Coulibaly']",2018-07-16 16:53:00,"['début', 'années', '2000', 'pires', 'casse-tête', 'france', 'gouvernements', 'confondus', 'matière', 'terrorisme', 'djamel', 'beghal', 'considéré', 'mentor', 'chérif', 'kouachi', 'amedy', 'coulibaly']","['la France', 'Djamel Beghal', 'Chérif Kouachi', 'Amedy Coulibaly']",[]
1018780872403759104,@le_Parisien,L’islamiste Djamel Beghal est sorti de prison https://t.co/3xs5yOhfeb,下午4:54 · 2018年7月16日,0,[],[],['https://t.co/3xs5yOhfeb'],"['L’islamiste', 'Djamel', 'Beghal', 'est', 'sorti', 'de', 'prison']",2018-07-16 16:54:00,"['islamiste', 'djamel', 'beghal', 'sorti', 'prison']",['Djamel Beghal'],[]
1018781602766352384,@CyrilPETIT7,L'islamiste Djamel Beghal est sorti de prison https://t.co/ypprFgEnwB,下午4:57 · 2018年7月16日,0,[],[],['https://t.co/ypprFgEnwB'],"[""L'islamiste"", 'Djamel', 'Beghal', 'est', 'sorti', 'de', 'prison']",2018-07-16 16:57:00,"['islamiste', 'djamel', 'beghal', 'sorti', 'prison']",['Djamel Beghal'],[]
1018782164387811328,@romandie,France: l'islamiste algérien Djamel Beghal est sorti de prison https://t.co/Ytw3ENQcOD,下午4:59 · 2018年7月16日,0,[],[],['https://t.co/Ytw3ENQcOD'],"['France:', ""l'islamiste"", 'algérien', 'Djamel', 'Beghal', 'est', 'sorti', 'de', 'prison']",2018-07-16 16:59:00,"['france', 'islamiste', 'algérien', 'djamel', 'beghal', 'sorti', 'prison']","['France', 'Djamel Beghal']",[]
